n,replicate,train_rmse_a_72,train_rmse_b_72,train_rmse_c_72,train_rmse_d_72,train_rmse_e_72,test_rmse_a_72,test_rmse_b_72,test_rmse_c_72,test_rmse_d_72,test_rmse_e_72,train_rmse_a_6,train_rmse_b_6,train_rmse_c_6,train_rmse_d_6,train_rmse_e_6,test_rmse_a_6,test_rmse_b_6,test_rmse_c_6,test_rmse_d_6,test_rmse_e_6,train_rmse_a_6_72,train_rmse_b_6_72,train_rmse_c_6_72,train_rmse_d_6_72,train_rmse_e_6_72,test_rmse_a_6_72,test_rmse_b_6_72,test_rmse_c_6_72,test_rmse_d_6_72,test_rmse_e_6_72
120,1,0.12841660331666138,0.1195049315240306,0.12323241677890757,0.1234243202839752,0.12360205386488561,0.12853500381689395,0.11896043133278689,0.12257774598396887,0.12245129298417354,0.12486627013203415,0.27949509546811785,0.21838989687391402,0.24065376376918196,0.24003454672580232,0.2428397213091617,0.25260320973453726,0.1998378613478638,0.21954647273621603,0.2200393458633251,0.2267797515143722,0.10443092934616471,0.10612330412061156,0.10639360529405278,0.10676150528865301,0.10641051833828309,0.11060863031685877,0.10871088393578593,0.1096386901918121,0.1093945690667519,0.11110747032040849
120,2,0.13375454306942064,0.14054749308476192,0.13891722920038427,0.1344293822625677,0.12901557708077424,0.12601568794588247,0.13643738119863513,0.130010481412647,0.12488993643008003,0.1187302080703996,0.25824938530085123,0.29389681073207846,0.2861406524286387,0.2598781448164023,0.22413652856026467,0.24945658416987096,0.3050387329557235,0.2719878549071953,0.24484855172524614,0.2084405778474378,0.11604490604962871,0.11708964637141253,0.11671275853336817,0.11656375454076263,0.11663571790182789,0.1080766729770274,0.10891658416895211,0.10829796905237714,0.10760585781337091,0.10696690019756727
120,3,0.10656744307135035,0.10795042417333363,0.10743810746023802,0.10926388669384293,0.11048922886512973,0.1204875646497981,0.12217547101771001,0.12255664379846867,0.12370179952796978,0.12451363763831699,0.1910024810836795,0.2005566147335134,0.19786958835421517,0.20774699536695335,0.21358493248583763,0.19900237987663708,0.2081375846030324,0.20760160169041844,0.215229327089869,0.21972438381834164,0.09530757913828103,0.09522169602022883,0.09510118944118248,0.09545555864071939,0.0958244233235525,0.11067767191415874,0.11117277693562828,0.11172202996941441,0.11178763279597642,0.1119782308628533
120,4,0.11536523723507441,0.11541344116514195,0.1147730734233874,0.11466197160186252,0.11569109636030583,0.11847795835717365,0.1180813384063926,0.11828398898766214,0.1183141934620616,0.11844267972806473,0.1880407555282865,0.18892419076104064,0.1883670208519683,0.18757029351658497,0.18908711409476664,0.1929303643351243,0.19064335669759175,0.1923429216677731,0.1924592660864075,0.19134122582006516,0.10637947925324787,0.1062953732817507,0.10562552191609607,0.10562246486388249,0.1065975838544266,0.10928376058971478,0.10917809529857543,0.1091464967686742,0.109164293827221,0.1094946638188766
120,5,0.10566687781831993,0.10575077045678452,0.10558196859429755,0.10568692773581609,0.10585668064017818,0.12580945407215513,0.12522800452293714,0.12527885217515927,0.1259818390054633,0.1255355204868899,0.18802266364282497,0.18990438753884745,0.18880587477512742,0.18888413011051555,0.18922572481954686,0.19633371730936452,0.19719087315054523,0.19619590958235772,0.19754095156274468,0.19539279421919392,0.09475551868869779,0.09451734266468964,0.09451006262508425,0.09462432402917423,0.09477031754857054,0.11737457892351617,0.11655908236000485,0.11677029183733983,0.11739224016838565,0.11719387312488265
120,6,0.11227181237701345,0.11333100125579357,0.11283201824301439,0.11335209902869701,0.11344084970022329,0.11858719027441111,0.12001013228738498,0.11964943371651098,0.1200165498128021,0.12029491064040312,0.19148819841817152,0.1942133346594772,0.19414036310027757,0.19619604642358068,0.19805349962353203,0.19131915934958965,0.19591290755583343,0.19582406053440946,0.19810124673809518,0.19997644284950783,0.10212822873900643,0.10293545124114056,0.10234667898213338,0.10261771741515012,0.10239898470793178,0.10966428733345766,0.11061474417252525,0.11019996041482448,0.11026655544360844,0.1102883858440928
120,7,0.10875527571568631,0.10761200990717126,0.10918238576829929,0.10815944858569948,0.10843961491045853,0.12272665245601914,0.12025144207365426,0.11996625892046404,0.1182629189715598,0.12238112037686362,0.17128770485844483,0.16487207835765355,0.17287889241069285,0.16908682738055456,0.1706103387579904,0.19893736681660043,0.1914535680867468,0.1891372858760837,0.18505719867268025,0.19474843169352943,0.10120971291257441,0.10084509504609757,0.1014691656601862,0.10085530457930127,0.10094391084245555,0.11335460955274905,0.11160806168663269,0.11162790927507411,0.11025291234600075,0.11360301696543135
120,8,0.11920690568456906,0.12117641681134282,0.12153749384706272,0.12076135314233244,0.12184091192360638,0.1275856556666883,0.1303838399055626,0.13138771654406636,0.13098053480599556,0.13087773591116902,0.22656922596294027,0.2385480882719478,0.24079929134953826,0.23666876921675395,0.24203202796262657,0.24658399766170297,0.2618445710696338,0.26711809603085723,0.2646924911825908,0.2661578246274352,0.10414472722741572,0.10419324498235279,0.10418031911027821,0.1040552353946688,0.10430863054139033,0.11065059572812955,0.11102346864519506,0.11117445088059445,0.11117827284447993,0.11072645661042597
120,9,0.1044178770822859,0.10463858766510764,0.10412351056678355,0.10481010786284255,0.10464394132728264,0.12118625128231059,0.12088934972378709,0.12170042702042504,0.12065243877403628,0.12089718275965124,0.18746584113451126,0.1879921808780361,0.18637670690737676,0.1878255579170583,0.18713254118569464,0.19089541842091926,0.1910146768747648,0.18956583907448077,0.19104065992586952,0.1908650347683489,0.09333913366974621,0.09351281310943507,0.09317920460076659,0.09375259772311,0.09367601483746323,0.11278722050614395,0.11242164111687376,0.11359180123820733,0.11214023730402316,0.1124549070890484
120,10,0.10581655687336032,0.10592012326065176,0.10592969735998906,0.1060305418575087,0.10583742851222168,0.11928528676452381,0.11946846925798105,0.12009737903927621,0.12053061053881196,0.11919471445503699,0.16558479589363453,0.16731345229633426,0.1657358640702514,0.1661481158924153,0.16606292829837382,0.18668506611653177,0.1865382396077122,0.18672649843094577,0.18680397891986292,0.1899078006122566,0.09864868884045244,0.09850390956572554,0.09875714068085259,0.09881151495053976,0.09860165433417788,0.11120022547496199,0.11143752006143276,0.11214209306634221,0.11263585034966443,0.11059806156025406
