n,replicate,train_rmse_a_72,train_rmse_b_72,train_rmse_c_72,train_rmse_d_72,train_rmse_e_72,test_rmse_a_72,test_rmse_b_72,test_rmse_c_72,test_rmse_d_72,test_rmse_e_72,train_rmse_a_6,train_rmse_b_6,train_rmse_c_6,train_rmse_d_6,train_rmse_e_6,test_rmse_a_6,test_rmse_b_6,test_rmse_c_6,test_rmse_d_6,test_rmse_e_6,train_rmse_a_6_72,train_rmse_b_6_72,train_rmse_c_6_72,train_rmse_d_6_72,train_rmse_e_6_72,test_rmse_a_6_72,test_rmse_b_6_72,test_rmse_c_6_72,test_rmse_d_6_72,test_rmse_e_6_72
120,1,0.12054799207376181,0.1233582612941026,0.11962352820750004,0.12040893596804209,0.11903459049873198,0.12010212027910863,0.12124980928257507,0.11998818026061063,0.12012775823860351,0.11850605646492958,0.20645347917018442,0.20946420925193307,0.2082862210046184,0.21016305038094307,0.21782323271726897,0.19570393250257923,0.20412700153111224,0.20027736847419259,0.200410476244764,0.19688216488767374,0.10952970413794064,0.11238086618499613,0.10809722599631996,0.10871737726605282,0.10565195315134783,0.11075924851272997,0.1107412377270931,0.10987749159561543,0.11002043874812163,0.10866364308517429
120,2,0.12850736371027566,0.1314901750214743,0.13179983394808048,0.12993396205112323,0.1345227785530191,0.12020159957316084,0.1209954777643073,0.12284579695387879,0.12158503896504702,0.1247583591104764,0.221555393982276,0.22150029590375003,0.2382918148079503,0.2337503347469748,0.23978111727806165,0.20964552404307046,0.21104233317152918,0.22009454485808033,0.2188325139346439,0.22634255556383137,0.11647244708346662,0.12005975555928919,0.11748124110773993,0.11603508820405654,0.12052992388095274,0.10852944380234598,0.1092499369636055,0.10987141951279877,0.1085636085037456,0.11106687721029329
120,3,0.11395526709026467,0.11005103080466395,0.11311195143658288,0.11569584114591873,0.10895063212122158,0.12515426572236604,0.12303593820066336,0.1247677781878378,0.12655904063729523,0.12278910682516936,0.18852021909058983,0.18469897113437878,0.18936976896312577,0.1904683199792542,0.18037224203636615,0.1998671392329581,0.19782432626125257,0.20118013030769294,0.20199848082519797,0.1954590287251555,0.10464036840209567,0.10062367115270776,0.10349871406903323,0.10638975936988893,0.10002637805417676,0.11605577148113864,0.11388189400676385,0.11539554221878234,0.11737734515088662,0.11396194190142213
120,4,0.1223641707049202,0.11989884627252709,0.12007896349517774,0.12000560622480838,0.12241969377727593,0.12668196697548897,0.12182719008170292,0.12230554164240169,0.12291158621098902,0.12693030116410284,0.1993963948241965,0.20246092462311624,0.20234480244088052,0.2006317613081001,0.20089052965507131,0.19741300114689736,0.19692896483559094,0.19429717208634648,0.19644892072147901,0.1982878885372654,0.11283832293714889,0.1094091725353177,0.10964223135416215,0.10983992107572829,0.11266220283837343,0.11823494433204162,0.11261065023086542,0.11358300697489558,0.11396337283650299,0.11839300831099442
120,5,0.11677787944736506,0.1096642117019152,0.11296018316100241,0.11033946937949048,0.11328758564431844,0.1344581259503324,0.12506894679550445,0.13087191141674173,0.12628407175630363,0.13216316413787568,0.22006373918748479,0.20116887115261564,0.2010756657310802,0.20106039513253607,0.2067855808934614,0.21276284306534216,0.1937118271988188,0.19379445224987213,0.19532108733869227,0.20272611510291536,0.10241971508805725,0.09723055134558982,0.10127724160229797,0.09808215565630533,0.10063706673500664,0.12498569065363556,0.11689074423612518,0.12361873362204427,0.11807118037731436,0.12381957492272808
120,6,0.12287224931669208,0.11807366873785204,0.12111402518070291,0.12067984141340712,0.11784228940961616,0.12812087265770172,0.12128963460684461,0.12637428725075553,0.1255944331363258,0.12316160182041958,0.21383685440822975,0.2045049424266352,0.2080165970295809,0.22483108220945283,0.20058656312546885,0.20819427281820735,0.19513356718866087,0.20296006858136412,0.22541834397425906,0.1956273274091872,0.11104325036047395,0.10688157304374303,0.10993092101534521,0.10634039425597804,0.10727163323578916,0.1182416270950177,0.11225295085383638,0.11700925972546652,0.1122579319402735,0.11437725828645688
120,7,0.11899870446881815,0.12111002879010495,0.11855800890546114,0.11984165044885632,0.11955437555589607,0.1231075342874353,0.12494830761448798,0.12344962347687621,0.12406192925142837,0.12469999409831124,0.17403921278716292,0.18027942667485497,0.18003923125584914,0.17940050159368662,0.1772263822752725,0.18978189696293363,0.19700623586531277,0.1974967529763468,0.1955514333700318,0.19390522412472896,0.11271078989659615,0.11426771677385059,0.1113474007468381,0.1129269215013709,0.11290344454558955,0.1151973135555307,0.11625744261303209,0.11442251475524412,0.1154416871415385,0.11643909818951961
120,8,0.11703181533033041,0.1160788269531022,0.11584339027204175,0.11613652022995918,0.1166503834556441,0.12255832856280699,0.12032235941837932,0.12034705592597664,0.12139026075901975,0.12147974037348376,0.20160624294337748,0.19535600566696187,0.1974658283190126,0.20070181190833103,0.19641005443483164,0.2033346031369885,0.1967268529199576,0.19888818663105567,0.20256779336868821,0.19840085639360375,0.10610698240695146,0.10602581720697447,0.1053874980147133,0.10518416039295117,0.10653182132656124,0.11242907293843615,0.11085037188304026,0.110528379275338,0.1111648983621106,0.11195088103998364
120,9,0.10770963901485785,0.10624150266860133,0.10745730969970095,0.10596478508813637,0.10820311334955882,0.12321742831023132,0.12205183752035485,0.12266586019077963,0.12153211735560847,0.12312570343643253,0.1942847029522624,0.1901334724546639,0.19114239234572297,0.1891222769283599,0.1963057672984043,0.19968195208698705,0.19055070208717576,0.1952277980737649,0.18932958878842632,0.19807790181048873,0.09611717210015552,0.09507828838926664,0.09637589959527704,0.09492469803699981,0.09634054746949731,0.1137945528789845,0.11384920244635167,0.11384316496064573,0.11342921505484055,0.11394357520220925
120,10,0.11158382054526542,0.11402930289550069,0.11269491684842262,0.10972978865668884,0.10781237127804942,0.12082492879540419,0.12425893756455586,0.1227961683601786,0.12030522880497153,0.12026368920242651,0.18116547929415788,0.18145119922155553,0.18430642079628945,0.17544615050115867,0.17660372592136614,0.19527989892814626,0.19349118471550342,0.19808175483933504,0.1888890503649188,0.19408526924413413,0.1030018035393927,0.10583784186470477,0.10381431228627605,0.10172034805496773,0.09927261417211679,0.11167645672944163,0.11598661233465297,0.11355927715942289,0.11206554246792984,0.11120798028734186
120,11,0.12487731985900606,0.12628100781559884,0.12545848835321893,0.12511137770308853,0.12611916575618634,0.11708486925757974,0.11951414091029393,0.11921157738616942,0.11822967343566504,0.12006503668210625,0.20071094293318298,0.19730948405220491,0.19839796586142322,0.20187716801381494,0.19818385986924808,0.19612077031078232,0.19617817496124246,0.19633793301843885,0.20021921208391968,0.19566836779861713,0.11559075839195697,0.11776060034761854,0.11663492074680226,0.11568304373581474,0.11744129375349505,0.10710916902161377,0.1099841044579483,0.1096033411822017,0.10778500886115132,0.1107264488949983
120,12,0.12127048543343973,0.12535960860339926,0.1243583847075333,0.12567492055325682,0.1211791692921931,0.11987790455137143,0.12158245575318578,0.11999954925327501,0.12242596056551153,0.11884260441634362,0.2067007009650035,0.21210357968515434,0.21047240164983239,0.20975744840315616,0.20499564670472614,0.19323350850089624,0.1960853826944092,0.19291336403885812,0.1938250708200328,0.19180448747824264,0.11034313623679444,0.11432516972731471,0.11340445497751286,0.11509278285406746,0.11052133621562013,0.11087790719052984,0.11243844261379551,0.11106949302284012,0.11378006973721196,0.1098831347424926
120,13,0.12037507807986024,0.12168496711349852,0.11744833893541044,0.11851741760250457,0.11689883491775695,0.12740620701721408,0.1283698248748475,0.1227627744055607,0.1224124665229452,0.1200496873937699,0.2012589591942863,0.20291517649322008,0.19687112949897587,0.2001649814813004,0.19599401429402344,0.20089487573093218,0.2034371656520657,0.19214872039104242,0.19696704639513532,0.19173116832505877,0.1101800376864014,0.11146694129481872,0.10741535964427892,0.10814371567709918,0.10690678572788742,0.11853636846664357,0.11927626471669049,0.11443375427373241,0.11327873023022425,0.11131872087802686
120,14,0.12895143488428762,0.12366557114111983,0.12977836762610362,0.12032576750661297,0.12317285165843758,0.13202279364931988,0.12573221801669002,0.12689951672844757,0.12238868829495822,0.12333473553435643,0.2742108089007056,0.2428296342250869,0.24298431767777268,0.2212075833131634,0.23304067825410157,0.2607135822156682,0.2317575032462275,0.22235219727414424,0.21051836702317978,0.2179334552630641,0.10639821375855277,0.10648042683847661,0.11411828157709968,0.10658651765770898,0.10784300926115345,0.11333737750183621,0.11123521974303056,0.11438840416531644,0.11100526724200538,0.11084738236127584
120,15,0.12119758754070117,0.11830313890475155,0.12305998320680844,0.11699386816163367,0.11134495425899575,0.12412594225725318,0.12170321496307908,0.1263216211674149,0.12053879965478749,0.13185201432740207,0.20740704110304053,0.2079128997443248,0.2071032396901031,0.20057454146329717,0.19820860094442133,0.19796736485249558,0.19747901030152,0.19927286890580034,0.19991639703890812,0.19808248876608325,0.1101282338475156,0.10655683281769046,0.11241181669623669,0.10624778305603308,0.09984180725734976,0.11513561054667207,0.11235628253731604,0.11751114992212922,0.11058066409935957,0.12414150238204835
120,16,0.11310737541908436,0.12197814267178868,0.12453433820312955,0.11865207672507007,0.1181152783078612,0.12170492332610644,0.1251071340158597,0.13004210885013753,0.12251337952450919,0.1246231063026649,0.1855007957361247,0.19955808117028245,0.20018850393263724,0.19380586660340737,0.19580432866961153,0.19238725785285307,0.19769510892090977,0.2008058966769332,0.19330301236310593,0.19556518738093479,0.10411153768689711,0.1123604772086818,0.11527847092503353,0.10934587141362971,0.1083873801776287,0.11316865445803723,0.11635187982256665,0.1216516981868034,0.11398121293808612,0.11611024967925232
120,17,0.1096156263068795,0.11502039828912025,0.10997232668062581,0.11551671967309331,0.11021492483550074,0.12485865374017636,0.12357986161214489,0.12077473682498058,0.1259315053157971,0.12452277731276724,0.19157061391226451,0.1924299008686854,0.19071376592115338,0.19685908131260152,0.19620069774787666,0.20132713835828922,0.19749890806029546,0.19842413259606914,0.20182193963121878,0.20546073013606575,0.09892606315781767,0.10526645078261102,0.0995103665101693,0.10511540269527236,0.09882843734027426,0.11547411752301516,0.11456316822821161,0.11110854232835735,0.11665681391903208,0.11441635533580533
120,18,0.1265460307279363,0.12034132605691682,0.12681916959305856,0.1205076001159771,0.1290402603628627,0.1236238169640861,0.1188614164953361,0.12383385413451445,0.11977250492787961,0.12656381320904828,0.209498385161715,0.20294775867808482,0.2061444001156614,0.20739961594265055,0.21618306905277151,0.19832405500633274,0.1908191871514366,0.1961936102823449,0.1928822418703131,0.2087354003699722,0.11615207527228977,0.1098469592834926,0.11701972509780659,0.10928804904675081,0.1180237214896146,0.11449750710070433,0.11007295531947837,0.11507844793311944,0.11082103657598422,0.11631279690940041
120,19,0.11669089281188191,0.1103816975438636,0.11243162442206123,0.11447463160011984,0.11531640506460725,0.12198944994367535,0.1207008121303796,0.11930678070144389,0.12021010913406013,0.12162721280050301,0.20684586124519347,0.19925894634975716,0.2004727853568206,0.20393281534710397,0.20644260325261912,0.19558681641438297,0.19635677986191874,0.19425760567828465,0.19486315243797317,0.19536846186788656,0.10479953163216418,0.09848618470518991,0.1007655496172441,0.10262907722780187,0.10320080077928527,0.11299708385174545,0.111357765955382,0.11004311761281307,0.11101419216630742,0.11260495168829386
120,20,0.11889927775593283,0.11610258964878375,0.11332319961220297,0.11351671494234637,0.11924750869684424,0.12915450827540867,0.12553391247960888,0.12321955128979017,0.12269519162723115,0.13049881153894244,0.19080968703152362,0.18493724085658575,0.18184079812671433,0.1812961554137374,0.18733332077476597,0.2146171655387218,0.20460192452003598,0.20003728030300374,0.19809181422297037,0.20770306437750488,0.11011588713260306,0.10774136538408177,0.10495568207847748,0.10526782442358651,0.11105954800525378,0.11842087025551096,0.1157462508281464,0.1137418201472364,0.1134315810007904,0.12111280769579329
