n,replicate,train_rmse_a_72,train_rmse_b_72,train_rmse_c_72,train_rmse_d_72,train_rmse_e_72,test_rmse_a_72,test_rmse_b_72,test_rmse_c_72,test_rmse_d_72,test_rmse_e_72,train_rmse_a_6,train_rmse_b_6,train_rmse_c_6,train_rmse_d_6,train_rmse_e_6,test_rmse_a_6,test_rmse_b_6,test_rmse_c_6,test_rmse_d_6,test_rmse_e_6,train_rmse_a_6_72,train_rmse_b_6_72,train_rmse_c_6_72,train_rmse_d_6_72,train_rmse_e_6_72,test_rmse_a_6_72,test_rmse_b_6_72,test_rmse_c_6_72,test_rmse_d_6_72,test_rmse_e_6_72
120,1,0.11860700344346303,0.12641479125047633,0.11985081129493859,0.12797443807310163,0.12629245175992224,0.11995567926925821,0.12177196054974472,0.11920452418011004,0.12474742678261572,0.12336938708043105,0.21070926630708214,0.2141961734643872,0.21148780028880787,0.22354883293889774,0.22803368103628888,0.19856459598607512,0.1941878195472288,0.19519323298171645,0.20804326375376922,0.21534440311485586,0.10643961197864654,0.11525065773978985,0.10781045035249773,0.11551741403815807,0.11266607844215133,0.11011582114322391,0.11296085174697797,0.10976989089923142,0.11425883730505948,0.11136600822761732
120,2,0.1283631455471806,0.12697875492057778,0.127834390494632,0.13208552460766174,0.1289825266526487,0.1182618662854303,0.11794622555357323,0.1183717387416671,0.12127449242631266,0.11988970438218167,0.2147991078103045,0.20613822497701623,0.2094600937925391,0.20777142682940206,0.208513442812423,0.20261076542384493,0.19868606089196222,0.20186515357067644,0.20181777317858926,0.20213365324186705,0.11744747083432108,0.11721559566505337,0.11769575738184757,0.12296999595695711,0.1192047060398312,0.10741155001914086,0.1077020454433626,0.10767515995929816,0.1111549958625452,0.10944926778498479
120,3,0.11248363098805195,0.10894384685147954,0.11225809313184794,0.10775298042172989,0.111807070747694,0.12419399042379878,0.12228760572551291,0.12437322165517725,0.12170761483669337,0.1262206387592449,0.1862565345666128,0.1917706055468184,0.19646012846009875,0.18224549720396155,0.2085005799186092,0.19684802348811434,0.19896186868516885,0.20798903058174978,0.19360166346073499,0.2187582818668727,0.10326622680619386,0.09806924691948586,0.1012505065424474,0.09828817919517045,0.0984844403803396,0.11539929033534174,0.11281349761404603,0.11381802940971146,0.11298114546631177,0.1142044145088934
120,4,0.12175070456661018,0.1190380394346128,0.11979059876605223,0.12144327256592795,0.11869552972096374,0.1257575508875965,0.12089473216913804,0.12283849154412498,0.1246696650852537,0.12042612857842289,0.19866743515292046,0.1977773245349265,0.19800579054990858,0.2079989020942305,0.1977112965595179,0.19681649060699713,0.19103448751638172,0.19285752020093144,0.205107916165745,0.1900303083581452,0.11222977692539604,0.10915968065325571,0.11001476323348351,0.11031694911611087,0.10876522866321821,0.11724496762476563,0.11243385121676452,0.11443105216132862,0.11465729833815472,0.11204026229576197
120,5,0.10968545141063424,0.10876488366112219,0.11307060097008931,0.10861406175181915,0.11234837995055165,0.12703280842663453,0.12492030658056542,0.13334594664667695,0.12458778686555094,0.13205199429104225,0.19808428907137524,0.19469941026143708,0.20331537831476865,0.19484473758542675,0.20179328679224345,0.192602877139636,0.19040111805936374,0.19694072266520987,0.18999097199398707,0.19734859322064802,0.09783299639871451,0.097326461506484,0.10101084626618023,0.09711593753977556,0.10040723321177569,0.11934206184169889,0.11721274584223575,0.1260226647348498,0.11688647161249566,0.12447177329268068
120,6,0.11732596315543997,0.11774029364972297,0.1172785944590665,0.11825751986732087,0.12152848763621873,0.12074285803884431,0.12123846473338339,0.12146519774462616,0.12174469889869735,0.1262505986829462,0.2073906773108358,0.20155845672312514,0.20024380965402244,0.2084928588414919,0.20683918351163977,0.2016786175810001,0.19211606973327533,0.19318758480626896,0.20159241442769413,0.20110399899170034,0.10546250000916346,0.10698598876011728,0.10665653562720658,0.10639641923601074,0.11063130580122367,0.11054353721724734,0.11266155842817374,0.11276347800520092,0.11174869430759672,0.11715550986552556
120,7,0.11619404335221908,0.11712827984825508,0.11221594148647086,0.11243588097701628,0.11243812323376214,0.12125905381159581,0.12194665610810967,0.11951508607378294,0.1188467544004898,0.1201011967995415,0.19003841547312988,0.17704887670353436,0.17664361330984563,0.1769783172261664,0.17603645207587462,0.2024967656521436,0.19339563109065247,0.19194879765001477,0.19271987251043118,0.19176147171929234,0.10703304334429944,0.1101218758438982,0.10446125310666958,0.10466404515274193,0.10481282061637184,0.11102355058160225,0.11329208889340545,0.11066520472642115,0.10975125276981217,0.1113829836004854
120,8,0.11777316831944665,0.11565575207992711,0.11733663738918683,0.11726535931443494,0.11833383715251751,0.12280078922753679,0.12158445289723165,0.12322284978095166,0.12351663139685375,0.1252273448967661,0.21047195526589213,0.1921434720977955,0.19919523135402575,0.19810489452425517,0.2009009493048845,0.20941575481879768,0.19562173164461447,0.2018988816879683,0.20173709168666926,0.20751128623305848,0.1054357377973134,0.10605676746027516,0.10688425488860176,0.1069850285265301,0.10779314961228112,0.11169916083844032,0.11252078453244699,0.11345204392441277,0.11382846992082955,0.11492359958360285
120,9,0.10608662177975224,0.10604422128075208,0.10915382524440682,0.10894777656148016,0.10635443294637552,0.12120230724978788,0.1218006028656968,0.12378704807530853,0.123936279047022,0.12172952882653991,0.18745289326624193,0.18802971294797893,0.20373847759047384,0.19424865920153653,0.18787145680934741,0.1920304782632224,0.19103414206475125,0.204571837217526,0.19730216908047124,0.19242262432692753,0.0953738356391832,0.09521890763563218,0.09611282378289672,0.09763354313621118,0.09562494060961006,0.11262296294245705,0.1134770130034935,0.113677211954553,0.1150172969035715,0.11318093079520324
120,10,0.11016402205156141,0.10697037370314257,0.11479597259098592,0.11052350509316086,0.10793992492323624,0.1207408716597344,0.12015886853756827,0.1251525563041527,0.12123692870292697,0.11989558959927929,0.17685009628907894,0.17220878005416995,0.18787469860043005,0.1780832545295192,0.17664601993368315,0.19604070618325428,0.194262573609202,0.20058693443505146,0.19320800658039375,0.19620084035435237,0.10200859360515564,0.09897734071507762,0.10572754418378569,0.10224280203492486,0.0994138495593693,0.111457225329605,0.11105676582126829,0.11593916964691575,0.1124903343352132,0.11043048526610517
120,11,0.12652123548457805,0.1378015273240878,0.12678213345707506,0.12605593782462163,0.1260675647212002,0.11928616761692239,0.13055274587335092,0.1204862775868524,0.11897888851086964,0.12012924028424966,0.1959105888170308,0.22071598071852733,0.20276326756449528,0.1976968975110267,0.20525514787114066,0.19704804413567473,0.21787803797780197,0.2029607793571877,0.19911351074540673,0.2071936234195425,0.11825633865325376,0.12767702018760022,0.11750531975664243,0.1174391564099297,0.11626586342762382,0.10957120964757591,0.11955124022978293,0.11001663386398712,0.10886145832970168,0.10887107576670475
120,12,0.1233541441062293,0.7206378149931213,0.12082737335607699,0.12016095444205643,0.12071448241467145,0.12047725723089737,0.7269486069298455,0.11895074560857932,0.12059209175599449,0.11936559002085351,0.20711219623824195,2.4622079340361793,0.20143629943218574,0.20330605263129614,0.2057520755637006,0.19162616191637238,2.486033174520394,0.1879051695489106,0.19281709269090266,0.19184428254010577,0.11276565244559592,0.12419667034373337,0.11069534250210669,0.10958593425628343,0.10983531894846708,0.11183455629732059,0.1211025225996487,0.11061825398511722,0.11178570210838266,0.11049132529775466
120,13,0.11688231887256657,0.12006643570183223,0.11793753536543945,0.11736641500946178,0.11843577454295205,0.12224637863085921,0.12720218198593772,0.12289098539347017,0.12243253701115894,0.12541071177698992,0.19380054730514779,0.19753115173758135,0.19485481275522104,0.19944032078045373,0.20523861078739897,0.19335071140524507,0.19815206332930216,0.19212196921542757,0.20463050661734805,0.2106312882504148,0.10725237617984192,0.11042529757195434,0.10833320276949829,0.10688266181924952,0.10717280853123066,0.11364727827475617,0.11871828469159042,0.1145883286482377,0.11206069366874952,0.11461177817820731
